week,CA_1,CA_2,CA_3,CA_4,TX_1,TX_2,TX_3,WI_1,WI_2,WI_3
2015-08-17,13672.92,13522.01,13598.75,13616.41,13555.16,13567.77,13536.49,13732.99,13693.71,13718.54
2015-08-24,13670.95,13558.37,13611.32,13627.4,13570.04,13569.46,13544.71,13706.14,13703.17,13724.47
2015-08-31,13664.13,13565.71,13611.18,13638.26,13566.38,13572.19,13563.03,13706.95,13725.46,13727.83
2015-09-07,13673.97,13567.06,13621.7,13638.98,13580.49,13576.13,13565.03,13719.99,13704.88,13727.15
2015-09-14,13680.09,13566.65,13619.6,13641.94,13583.54,13571.14,13577.62,13729.38,13704.56,13726.75
2015-09-21,13680.21,13618.69,13617.65,13644.35,13591.97,13576.77,13584.61,13726.08,13708.41,13722.49
2015-09-28,13680.08,13625.51,13600.46,13660.89,13594.26,13581.26,13593.32,13724.59,13706.74,13721.22
2015-10-05,13680.08,13674.25,13593.5,13668.23,13592.43,13580.41,13592.67,13725.66,13708.3,13718.9
2015-10-12,13690.42,13687.72,13600.39,13676.23,13603.09,13596.87,13606.5,13728.02,13718.31,13729.79
2015-10-19,13688.98,13684.5,13598.27,13674.67,13605.37,13601.56,13611.8,13729.03,13709.05,13729.68
2015-10-26,13688.44,13685.96,13598.04,13679.99,13607.35,13608.4,13610.98,13731.3,13713.21,13730.49
2015-11-02,13687.23,13679.07,13589.99,13681.38,13618.69,13614.53,13616.66,13728.68,13711.35,13729.7
2015-11-09,13690.64,13687.25,13590.65,13680.59,13617.83,13604.37,13622.41,13731.5,13720.9,13728.26
2015-11-16,13689.34,13686.43,13572.41,13681.55,13618.13,13612.09,13612.28,13733.3,13719.23,13729.87
2015-11-23,13698.01,13703.44,13584.75,13693.8,13613.19,13583.36,13609.57,13731.57,13720.26,13727.25
2015-11-30,13702.07,13703.08,13589.03,13696.71,13592.17,13590.94,13619.86,13732.89,13720.02,13723.53
2015-12-07,13702.73,13704.42,13603.16,13699.09,13609.04,13607.11,13617.98,13733.57,13721.37,13721.4
2015-12-14,13701.74,13700.24,13612.35,13699.43,13611.73,13617.14,13624.57,13732.47,13720.53,13731.45
2015-12-21,13707.83,13700.78,13616.56,13694.99,13614.89,13609.53,13622.73,13733.87,13720.13,13731.45
2016-01-04,13700.41,13691.95,13615.32,13698.22,13605.7,13610.88,13604.58,13726.41,13720.09,13729.44
2016-01-11,13697.51,13684.0,13621.02,13689.43,13625.76,13605.23,13609.38,13717.91,13713.24,13716.95
2016-01-18,13691.8,13690.56,13640.14,13694.14,13631.0,13594.88,13612.36,13719.05,13720.85,13720.86
2016-01-25,13705.27,13687.37,13635.59,13692.63,13593.96,13590.16,13607.6,13709.08,13719.48,13718.11
2016-02-01,13698.55,13678.9,13634.04,13678.6,13590.98,13598.44,13601.52,13708.9,13711.8,13711.81
2016-02-08,13690.2,13672.01,13641.73,13680.73,13592.66,13598.02,13606.08,13712.03,13716.92,13708.76
2016-02-15,13689.32,13670.51,13647.54,13687.14,13619.11,13600.5,13601.44,13710.74,13715.22,13705.7
2016-02-22,13690.4,13671.59,13644.2,13686.89,13585.67,13601.99,13600.78,13716.74,13717.25,13707.2
2016-02-29,13689.15,13674.88,13648.02,13686.35,13594.2,13603.48,13600.06,13698.4,13711.68,13708.27
2016-03-07,13689.44,13673.03,13651.85,13687.6,13594.82,13600.87,13606.09,13707.11,13717.06,13717.85
2016-03-14,13689.8,13669.12,13654.09,13687.43,13590.57,13593.27,13604.45,13714.48,13716.95,13713.85
2016-03-21,13691.54,13667.6,13659.02,13689.51,13597.53,13592.05,13600.14,13713.57,13700.97,13719.02
2016-03-28,13691.33,13667.15,13662.1,13688.33,13629.07,13602.81,13598.31,13706.16,13711.11,13717.8
2016-04-04,13687.94,13672.92,13668.6,13687.67,13631.91,13606.81,13600.8,13712.85,13706.77,13704.99
2016-04-11,13689.02,13673.14,13674.88,13686.46,13605.3,13605.52,13600.95,13712.81,13710.62,13708.06
2016-04-18,13686.86,13678.37,13673.33,13685.49,13591.71,13600.62,13605.63,13709.55,13707.5,13703.41
2016-04-25,13683.62,13678.65,13676.22,13685.44,13590.88,13597.62,13600.68,13698.81,13699.69,13684.48
2016-05-02,13684.31,13678.44,13676.22,13684.75,13603.15,13589.64,13602.4,13702.19,13701.8,13692.41
2016-05-09,13687.09,13685.68,13679.9,13687.65,13602.59,13597.51,13607.52,13706.58,13702.5,13697.37
2016-05-16,13687.99,13682.45,13683.33,13686.5,13625.67,13590.75,13605.03,13705.5,13705.39,13701.46
2016-05-23,13685.4,13682.07,13681.25,13687.24,13592.68,13595.83,13604.25,13709.03,13708.98,13708.12
